ball_x,ball_y,player_y
821,661,319
828,668,326
835,675,333
842,682,340
849,689,347
856,696,354
863,703,361
870,710,368
877,717,375
884,724,382
891,731,389
898,738,396
905,745,403
912,752,410
919,759,417
926,766,424
933,773,431
940,780,438
947,787,445
954,794,452
961,801,459
968,808,466
975,815,473
982,822,480
989,829,487
996,836,494
1003,843,501
1010,850,508
1017,857,515
1024,864,522
1031,871,529
1038,878,536
1045,885,543
1052,892,550
1059,899,557
1066,906,564
1073,913,571
1080,920,578
1087,927,585
1094,934,592
1101,927,599
1108,920,606
1115,913,613
1122,906,620
1129,899,627
1136,892,634
1143,885,641
1150,878,648
1157,871,655
1164,864,662
1171,857,669
1178,850,676
1185,843,683
1192,836,690
1199,829,697
1206,822,704
1213,815,711
1220,808,718
1227,801,725
1234,794,732
1227,787,739
1220,780,746
1213,773,753
1206,766,760
1199,759,767
1192,752,774
1185,745,781
1178,738,781
1171,731,781
1164,724,781
1157,717,781
1150,710,781
1143,703,781
1136,696,781
1129,689,774
1122,682,767
1115,675,760
1108,668,753
1101,661,746
1094,654,739
1087,647,732
1080,640,725
1073,633,718
1066,626,711
1059,619,704
1052,612,697
1045,605,690
1038,598,683
1031,591,676
1024,584,669
1017,577,662
1010,570,655
1003,563,648
996,556,641
989,549,634
982,542,627
975,535,620
968,528,613
961,521,606
954,514,606
947,507,606
940,500,606
933,493,606
926,486,606
919,479,606
912,472,606
905,465,606
898,458,606
891,451,606
884,444,606
877,437,606
870,430,606
863,423,606
856,416,606
849,409,606
842,402,606
835,395,606
828,388,606
821,381,606
814,374,599
807,367,592
800,360,585
793,353,578
786,346,571
779,339,564
772,332,557
765,325,550
758,318,543
751,311,536
744,304,529
737,297,522
730,290,515
723,283,508
716,276,501
709,269,494
702,262,487
695,255,480
688,248,473
681,241,466
674,234,459
667,227,452
660,220,445
653,213,438
646,206,431
639,199,424
632,192,424
625,185,424
618,178,424
611,171,424
604,164,424
597,157,424
590,150,424
583,143,424
576,136,424
569,129,424
562,122,424
555,115,424
548,108,424
541,101,424
534,94,424
527,87,424
520,80,424
513,73,424
506,66,424
499,59,424
492,52,424
485,45,424
478,38,424
471,31,424
464,24,424
457,17,424
450,10,424
443,3,424
436,-4,424
429,3,424
422,10,424
415,17,424
408,24,424
401,31,424
394,38,424
387,45,424
380,52,424
373,59,431
366,66,438
359,73,445
352,80,452
345,87,459
338,94,466
331,101,473
324,108,480
317,115,487
310,122,494
303,129,501
296,136,508
289,143,515
282,150,522
275,157,529
268,164,536
261,171,543
254,178,550
247,185,557
240,192,564
233,199,571
226,206,578
219,213,585
212,220,592
205,227,599
198,234,599
191,241,599
184,248,599
177,255,599
170,262,599
163,269,599
156,276,599
149,283,599
142,290,599
135,297,599
128,304,599
121,311,599
114,318,599
107,325,606
100,332,613
93,339,620
86,346,627
79,353,634
72,360,641
65,367,648
58,374,655
51,381,662
44,388,669
37,395,676
30,402,683
23,409,690
16,416,690
9,423,690
2,430,690
625,465,690
632,472,690
639,479,690
646,486,690
653,493,690
660,500,690
667,507,690
674,514,690
681,521,690
688,528,690
695,535,690
702,542,690
709,549,690
716,556,690
723,563,690
730,570,690
737,577,690
744,584,690
751,591,690
758,598,690
765,605,690
772,612,690
779,619,697
786,626,704
793,633,711
800,640,718
807,647,725
814,654,732
821,661,739
828,668,746
835,675,753
842,682,760
849,689,767
856,696,774
863,703,781
870,710,788
877,717,795
884,724,802
891,731,809
898,738,816
905,745,820
912,752,820
919,759,820
926,766,820
933,773,820
940,780,820
947,787,820
954,794,820
961,801,820
968,808,820
975,815,820
982,822,820
989,829,820
996,836,820
1003,843,820
1010,850,820
1017,857,820
1024,864,820
1031,871,820
1038,878,820
1045,885,820
1052,892,820
1059,899,820
1066,906,820
1073,913,820
1080,920,820
1087,927,820
1094,934,820
1101,927,820
1108,920,820
1115,913,820
1122,906,820
1129,899,820
1136,892,820
1143,885,820
1150,878,820
1157,871,820
1164,864,820
1171,857,820
1178,850,820
1185,843,820
1192,836,820
1199,829,820
1206,822,820
1213,815,820
1220,808,820
1227,801,820
1234,794,820
1227,787,820
1220,780,820
1213,773,820
1206,766,820
1199,759,820
1192,752,820
1185,745,820
1178,738,813
1171,731,806
1164,724,799
1157,717,792
1150,710,785
1143,703,778
1136,696,771
1129,689,764
1122,682,757
1115,675,750
1108,668,743
1101,661,736
1094,654,729
1087,647,722
1080,640,715
1073,633,715
1066,626,715
1059,619,715
1052,612,715
1045,605,715
1038,598,715
1031,591,715
1024,584,715
1017,577,715
1010,570,715
1003,563,715
996,556,715
989,549,715
982,542,715
975,535,715
968,528,715
961,521,715
954,514,715
947,507,715
940,500,715
933,493,715
926,486,715
919,479,715
912,472,715
905,465,715
898,458,715
891,451,715
884,444,715
877,437,715
870,430,715
863,423,715
856,416,715
849,409,715
842,402,715
835,395,715
828,388,715
821,381,715
814,374,715
807,367,715
800,360,715
793,353,715
786,346,715
779,339,715
772,332,715
765,325,715
758,318,715
751,311,715
744,304,715
737,297,715
730,290,715
723,283,715
716,276,715
709,269,715
702,262,715
695,255,715
688,248,715
681,241,715
674,234,715
667,227,708
660,220,701
653,213,694
646,206,687
639,199,680
632,192,673
625,185,666
618,178,659
611,171,652
604,164,645
597,157,638
590,150,638
583,143,638
576,136,638
569,129,638
562,122,638
555,115,638
548,108,638
541,101,638
534,94,638
527,87,638
520,80,638
513,73,638
506,66,638
499,59,638
492,52,638
485,45,638
478,38,638
471,31,638
464,24,638
457,17,638
450,10,638
443,3,638
436,-4,638
429,3,638
422,10,638
415,17,638
408,24,638
401,31,638
394,38,638
387,45,638
380,52,638
373,59,638
366,66,638
359,73,638
352,80,638
345,87,638
338,94,638
331,101,638
324,108,638
317,115,638
310,122,638
303,129,638
296,136,638
289,143,638
282,150,638
275,157,638
268,164,638
261,171,638
254,178,638
247,185,638
240,192,638
233,199,638
226,206,638
219,213,638
212,220,638
205,227,638
198,234,638
191,241,638
184,248,638
177,255,638
170,262,638
163,269,638
156,276,638
149,283,638
142,290,638
135,297,638
128,304,638
121,311,638
114,318,638
107,325,638
100,332,638
93,339,638
86,346,638
79,353,638
72,360,638
65,367,638
58,374,631
51,381,624
44,388,617
37,395,610
30,402,603
23,409,596
16,416,589
9,423,582
2,430,575
625,465,568
618,472,561
611,479,554
604,486,547
597,493,540
590,500,533
583,507,526
576,514,519
569,521,512
562,528,505
555,535,498
548,542,498
541,549,498
534,556,498
527,563,498
520,570,498
513,577,498
506,584,498
499,591,498
492,598,498
485,605,498
478,612,498
471,619,498
464,626,498
457,633,498
450,640,498
443,647,498
436,654,498
429,661,498
422,668,498
415,675,498
408,682,498
401,689,498
394,696,498
387,703,498
380,710,498
373,717,498
366,724,498
359,731,498
352,738,498
345,745,498
338,752,498
331,759,491
324,766,484
317,773,477
310,780,470
303,787,463
296,794,456
289,801,449
282,808,442
275,815,435
268,822,428
261,829,421
254,836,414
247,843,407
240,850,400
233,857,393
226,864,386
219,871,379
212,878,379
205,885,379
198,892,379
191,899,379
184,906,379
177,913,379
170,920,379
163,927,379
156,934,379
149,927,379
142,920,379
135,913,379
128,906,379
121,899,379
114,892,379
107,885,379
100,878,379
93,871,372
86,864,365
79,857,358
72,850,351
65,843,344
58,836,337
51,829,330
44,822,323
37,815,316
30,808,309
23,801,302
16,794,295
23,787,288
30,780,288
37,773,288
44,766,288
51,759,288
58,752,288
65,745,288
72,738,288
79,731,288
86,724,288
93,717,288
100,710,288
107,703,288
114,696,288
121,689,288
128,682,288
135,675,288
142,668,288
149,661,288
156,654,288
163,647,288
170,640,288
177,633,288
184,626,288
191,619,288
198,612,288
205,605,288
212,598,288
219,591,288
226,584,288
233,577,288
240,570,288
247,563,288
254,556,288
261,549,288
268,542,288
275,535,288
282,528,288
289,521,288
296,514,288
303,507,288
310,500,288
317,493,288
324,486,288
331,479,288
338,472,288
345,465,288
352,458,288
359,451,288
366,444,288
373,437,288
380,430,288
387,423,288
394,416,288
401,409,288
408,402,288
415,395,288
422,388,288
429,381,288
436,374,288
443,367,288
450,360,288
457,353,288
464,346,288
471,339,288
478,332,288
485,325,288
492,318,288
499,311,288
506,304,288
513,297,288
520,290,288
527,283,288
534,276,288
541,269,288
548,262,288
555,255,288
562,248,288
569,241,288
576,234,288
583,227,288
590,220,288
597,213,281
604,206,274
611,199,267
618,192,260
625,185,253
632,178,246
639,171,239
646,164,232
653,157,225
660,150,218
667,143,211
674,136,211
681,129,211
688,122,211
695,115,211
702,108,211
709,101,211
716,94,211
723,87,204
730,80,197
737,73,190
744,66,183
751,59,176
758,52,169
765,45,162
772,38,155
779,31,148
786,24,141
793,17,134
800,10,134
807,3,134
814,-4,134
821,3,134
828,10,134
835,17,134
842,24,134
849,31,134
856,38,134
863,45,134
870,52,134
877,59,134
884,66,134
891,73,134
898,80,141
905,87,148
912,94,155
919,101,162
926,108,169
933,115,176
940,122,183
947,129,190
954,136,197
961,143,204
968,150,211
975,157,211
982,164,211
989,171,211
996,178,211
1003,185,211
1010,192,211
1017,199,211
1024,206,218
1031,213,225
1038,220,232
1045,227,239
1052,234,246
1059,241,253
1066,248,260
1073,255,267
1080,262,274
1087,269,281
1094,276,288
1101,283,288
1108,290,288
1115,297,288
1122,304,288
1129,311,288
1136,318,295
1143,325,302
1150,332,309
1157,339,316
1164,346,323
1171,353,330
1178,360,337
1185,367,344
1192,374,351
1199,381,358
1206,388,365
1213,395,372
1220,402,379
1227,409,386
1234,416,393
1227,423,400
1220,430,407
1213,437,414
1206,444,421
1199,451,428
1192,458,435
1185,465,442
1178,472,449
1171,479,456
1164,486,463
1157,493,470
1150,500,477
1143,507,484
1136,514,491
1129,521,491
1122,528,491
1115,535,491
1108,542,491
1101,549,491
1094,556,491
1087,563,491
1080,570,491
1073,577,491
1066,584,491
1059,591,491
1052,598,491
1045,605,491
1038,612,491
1031,619,491
1024,626,491
1017,633,491
1010,640,491
1003,647,491
996,654,491
989,661,491
982,668,491
975,675,484
968,682,477
961,689,470
954,696,463
947,703,456
940,710,449
933,717,442
926,724,435
919,731,428
912,738,421
905,745,414
898,752,407
891,759,400
884,766,400
877,773,400
870,780,400
863,787,400
856,794,400
849,801,400
842,808,400
835,815,400
828,822,400
821,829,400
814,836,400
807,843,400
800,850,400
793,857,400
786,864,400
779,871,400
772,878,400
765,885,400
758,892,400
751,899,400
744,906,400
737,913,400
730,920,400
723,927,400
716,934,400
709,927,400
702,920,400
695,913,400
688,906,400
681,899,400
674,892,400
667,885,407
660,878,414
653,871,421
646,864,428
639,857,435
632,850,442
625,843,449
618,836,456
611,829,463
604,822,470
597,815,477
590,808,484
583,801,491
576,794,498
569,787,505
562,780,512
555,773,519
548,766,526
541,759,533
534,752,540
527,745,547
520,738,554
513,731,561
506,724,568
499,717,575
492,710,575
485,703,575
478,696,575
471,689,575
464,682,575
457,675,575
450,668,575
443,661,575
436,654,575
429,647,575
422,640,575
415,633,575
408,626,575
401,619,575
394,612,575
387,605,575
380,598,575
373,591,575
366,584,575
359,577,575
352,570,575
345,563,575
338,556,575
331,549,575
324,542,575
317,535,575
310,528,575
303,521,575
296,514,575
289,507,575
282,500,575
275,493,575
268,486,575
261,479,575
254,472,575
247,465,575
240,458,575
233,451,575
226,444,575
219,437,575
212,430,575
205,423,575
198,416,575
191,409,575
184,402,575
177,395,575
170,388,575
163,381,575
156,374,575
149,367,575
142,360,575
135,353,575
128,346,575
121,339,575
114,332,575
107,325,575
100,318,575
93,311,575
86,304,575
79,297,575
72,290,582
65,283,589
58,276,596
51,269,603
44,262,610
37,255,617
30,248,624
23,241,631
16,234,638
23,227,645
30,220,652
37,213,659
44,206,666
51,199,666
58,192,666
65,185,666
72,178,666
79,171,666
86,164,666
93,157,666
100,150,666
107,143,666
114,136,666
121,129,666
128,122,666
135,115,666
142,108,666
149,101,666
156,94,666
163,87,666
170,80,666
177,73,666
184,66,666
191,59,666
198,52,659
205,45,652
212,38,645
219,31,638
226,24,631
233,17,624
240,10,617
247,3,610
254,-4,603
261,3,596
268,10,589
275,17,582
282,24,575
289,31,568
296,38,561
303,45,554
310,52,547
317,59,540
324,66,533
331,73,526
338,80,519
345,87,512
352,94,505
359,101,498
366,108,491
373,115,484
380,122,477
387,129,470
394,136,463
401,143,456
408,150,449
415,157,442
422,164,435
429,171,428
436,178,421
443,185,414
450,192,407
457,199,400
464,206,393
471,213,400
478,220,407
485,227,414
492,234,421
499,241,428
506,248,435
513,255,442
520,262,449
527,269,456
534,276,463
541,283,470
548,290,477
555,297,484
562,304,491
569,311,498
576,318,505
583,325,512
590,332,519
597,339,526
604,346,533
611,353,540
618,360,547
625,367,554
632,374,561
639,381,568
646,388,575
653,395,582
660,402,589
667,409,596
674,416,603
681,423,610
688,430,617
695,437,624
702,444,631
709,451,638
716,458,645
723,465,652
730,472,659
737,479,666
744,486,673
751,493,680
758,500,687
765,507,694
772,514,701
779,521,708
786,528,715
793,535,722
800,542,729
807,549,736
814,556,743
821,563,750
828,570,757
835,577,764
842,584,771
849,591,778
856,598,785
863,605,792
870,612,799
877,619,806
884,626,813
891,633,820
898,640,820
905,647,820
912,654,820
919,661,820
926,668,820
933,675,820
940,682,820
947,689,820
954,696,820
961,703,820
968,710,820
975,717,820
982,724,820
989,731,820
996,738,820
1003,745,820
1010,752,820
1017,759,820
1024,766,820
1031,773,820
1038,780,820
1045,787,820
1052,794,820
1059,801,820
1066,808,820
1073,815,820
1080,822,820
1087,829,820
1094,836,820
1101,843,820
1108,850,820
1115,857,820
1122,864,820
1129,871,820
1136,878,820
1143,885,820
1150,892,820
1157,899,820
1164,906,820
1171,913,820
1178,920,820
1185,927,813
1192,934,806
1199,927,799
1206,920,792
1213,913,785
1220,906,778
1227,899,771
1234,892,764
1227,885,757
1220,878,750
1213,871,743
1206,864,736
1199,857,729
1192,850,722
1185,843,715
1178,836,708
1171,829,701
1164,822,694
1157,815,687
1150,808,680
1143,801,673
1136,794,666
1129,787,659
1122,780,652
1115,773,645
1108,766,638
1101,759,631
1094,752,624
1087,745,617
1080,738,610
1073,731,603
1066,724,596
1059,717,589
1052,710,582
1045,703,575
1038,696,568
1031,689,561
1024,682,554
1017,675,547
1010,668,540
1003,661,533
996,654,526
989,647,519
982,640,512
975,633,505
968,626,498
961,619,491
954,612,484
947,605,477
940,598,470
933,591,463
926,584,456
919,577,449
912,570,442
905,563,435
898,556,428
891,549,421
884,542,414
877,535,407
870,528,400
863,521,393
856,514,386
849,507,379
842,500,372
835,493,365
828,486,358
821,479,351
814,472,344
807,465,337
800,458,330
793,451,323
786,444,316
779,437,309
772,430,302
765,423,295
758,416,288
751,409,281
744,402,274
737,395,267
730,388,260
723,381,253
716,374,253
709,367,253
702,360,253
695,353,260
688,346,267
681,339,274
674,332,281
667,325,288
660,318,295
653,311,302
646,304,309
639,297,316
632,290,323
625,283,330
618,276,337
611,269,344
604,262,351
597,255,358
590,248,365
583,241,372
576,234,379
569,227,386
562,220,393
555,213,400
548,206,407
541,199,414
534,192,414
527,185,414
520,178,414
513,171,407
506,164,400
499,157,393
492,150,386
485,143,379
478,136,372
471,129,365
464,122,358
457,115,351
450,108,344
443,101,337
436,94,330
429,87,323
422,80,316
415,73,309
408,66,302
401,59,295
394,52,288
387,45,281
380,38,274
373,31,267
366,24,260
359,17,253
352,10,246
345,3,239
338,-4,232
331,3,225
324,10,225
317,17,225
310,24,225
303,31,225
296,38,225
289,45,225
282,52,225
275,59,225
268,66,225
261,73,225
254,80,225
247,87,225
240,94,225
233,101,225
226,108,225
219,115,225
212,122,225
205,129,225
198,136,225
191,143,225
184,150,225
177,157,225
170,164,225
163,171,225
156,178,225
149,185,232
142,192,239
135,199,246
128,206,253
121,213,260
114,220,267
107,227,274
100,234,281
93,241,288
86,248,295
79,255,302
72,262,309
65,269,316
58,276,323
51,283,330
44,290,337
37,297,344
30,304,351
23,311,358
16,318,365
23,325,372
30,332,379
37,339,386
44,346,393
51,353,400
58,360,407
65,367,414
72,374,421
79,381,428
86,388,435
93,395,442
100,402,449
107,409,456
114,416,463
121,423,470
128,430,477
135,437,484
142,444,491
149,451,498
156,458,505
163,465,512
170,472,519
177,479,526
184,486,533
191,493,540
198,500,547
205,507,554
212,514,561
219,521,568
226,528,575
233,535,582
240,542,589
247,549,596
254,556,603
261,563,610
268,570,617
275,577,624
282,584,631
289,591,638
296,598,645
303,605,652
310,612,659
317,619,666
324,626,673
331,633,680
338,640,687
345,647,687
352,654,687
359,661,687
366,668,687
373,675,687
380,682,687
387,689,694
394,696,701
401,703,708
408,710,715
415,717,722
422,724,729
429,731,736
436,738,743
443,745,743
450,752,743
457,759,743
464,766,736
471,773,729
478,780,722
485,787,715
492,794,708
499,801,701
506,808,694
513,815,687
520,822,680
527,829,673
534,836,666
541,843,659
548,850,652
555,857,645
562,864,638
569,871,631
576,878,624
583,885,617
590,892,610
597,899,603
604,906,596
611,913,589
618,920,582
625,927,575
632,934,568
639,927,561
646,920,554
653,913,547
660,906,540
667,899,533
674,892,526
681,885,519
688,878,512
695,871,505
702,864,498
709,857,491
716,850,484
723,843,477
730,836,470
737,829,463
744,822,456
751,815,449
758,808,442
765,801,435
772,794,428
779,787,421
786,780,414
793,773,407
800,766,400
807,759,393
814,752,386
821,745,379
828,738,372
835,731,365
842,724,358
849,717,351
856,710,344
863,703,337
870,696,330
877,689,323
884,682,316
891,675,309
898,668,302
905,661,295
912,654,288
919,647,281
926,640,274
933,633,267
940,626,260
947,619,253
954,612,246
961,605,239
968,598,232
975,591,225
982,584,218
989,577,211
996,570,211
1003,563,211
1010,556,211
1017,549,211
1024,542,211
1031,535,211
1038,528,211
1045,521,211
1052,514,211
1059,507,211
1066,500,211
1073,493,211
1080,486,211
1087,479,211
1094,472,211
1101,465,211
1108,458,211
1115,451,211
1122,444,211
1129,437,211
1136,430,211
1143,423,218
1150,416,225
1157,409,232
1164,402,239
1171,395,246
1178,388,253
1185,381,260
1192,374,267
1199,367,274
1206,360,281
1213,353,281
1220,346,281
1227,339,281
1234,332,281
1227,325,281
1220,318,281
1213,311,281
1206,304,281
1199,297,281
1192,290,281
1185,283,281
1178,276,281
1171,269,281
1164,262,281
1157,255,281
1150,248,274
1143,241,267
1136,234,260
1129,227,253
1122,220,246
1115,213,239
1108,206,232
1101,199,225
1094,192,218
1087,185,211
1080,178,204
1073,171,197
1066,164,190
1059,157,183
1052,150,176
1045,143,169
1038,136,162
1031,129,155
1024,122,148
1017,115,141
1010,108,134
1003,101,134
996,94,134
989,87,134
982,80,134
975,73,134
968,66,134
961,59,134
954,52,134
947,45,134
940,38,134
933,31,134
926,24,134
919,17,134
912,10,134
905,3,134
898,-4,134
891,3,134
884,10,134
877,17,134
870,24,134
863,31,134
856,38,141
849,45,148
842,52,155
835,59,162
828,66,169
821,73,176
814,80,183
807,87,190
800,94,197
793,101,204
786,108,211
779,115,211
772,122,211
765,129,211
758,136,211
751,143,211
744,150,211
737,157,211
730,164,211
723,171,211
716,178,218
709,185,225
702,192,232
695,199,239
688,206,246
681,213,253
674,220,260
667,227,267
660,234,274
653,241,281
646,248,288
639,255,295
632,262,302
625,269,309
618,276,316
611,283,323
604,290,330
597,297,337
590,304,344
583,311,351
576,318,351
569,325,351
562,332,351
555,339,351
548,346,351
541,353,351
534,360,351
527,367,351
520,374,351
513,381,351
506,388,351
499,395,351
492,402,351
485,409,351
478,416,351
471,423,351
464,430,351
457,437,351
450,444,351
443,451,358
436,458,365
429,465,372
422,472,379
415,479,386
408,486,393
401,493,400
394,500,407
387,507,414
380,514,421
373,521,428
366,528,435
359,535,442
352,542,442
345,549,442
338,556,442
331,563,442
324,570,442
317,577,442
310,584,442
303,591,442
296,598,442
289,605,442
282,612,442
275,619,442
268,626,442
261,633,442
254,640,442
247,647,442
240,654,442
233,661,442
226,668,442
219,675,442
212,682,442
205,689,442
198,696,442
191,703,442
184,710,442
177,717,442
170,724,442
163,731,442
156,738,442
149,745,442
142,752,442
135,759,442
128,766,442
121,773,442
114,780,442
107,787,442
100,794,442
93,801,442
86,808,442
79,815,442
72,822,442
65,829,442
58,836,442
51,843,442
44,850,442
37,857,442
30,864,442
23,871,442
16,878,442
9,885,442
2,892,442
625,465,442
618,458,442
611,451,442
604,444,442
597,437,442
590,430,442
583,423,442
576,416,442
569,409,442
562,402,442
555,395,442
548,388,442
541,381,442
534,374,442
527,367,442
520,360,442
513,353,442
506,346,442
499,339,442
492,332,442
485,325,442
478,318,442
471,311,442
464,304,442
457,297,442
450,290,442
443,283,442
436,276,442
429,269,442
422,262,442
415,255,442
408,248,442
401,241,442
394,234,442
387,227,442
380,220,442
373,213,442
366,206,442
359,199,442
352,192,442
345,185,442
338,178,442
331,171,442
324,164,442
317,157,442
310,150,442
303,143,442
296,136,442
289,129,442
282,122,442
275,115,442
268,108,442
261,101,442
254,94,442
247,87,442
240,80,442
233,73,442
226,66,442
219,59,442
212,52,442
205,45,442
198,38,442
191,31,442
184,24,442
177,17,442
170,10,442
163,3,442
156,-4,442
149,3,442
142,10,442
135,17,442
128,24,442
121,31,442
114,38,442
107,45,442
100,52,442
93,59,442
86,66,442
79,73,442
72,80,442
65,87,442
58,94,442
51,101,442
44,108,442
37,115,442
30,122,442
23,129,442
16,136,442
23,143,442
30,150,442
37,157,442
44,164,442
51,171,442
58,178,442
65,185,442
72,192,442
79,199,442
86,206,442
93,213,442
100,220,442
107,227,442
114,234,442
121,241,442
128,248,442
135,255,442
142,262,442
149,269,442
156,276,442
163,283,442
170,290,442
177,297,442
184,304,442
191,311,442
198,318,442
205,325,442
212,332,442
219,339,442
226,346,442
233,353,442
240,360,442
247,367,442
254,374,442
261,381,442
268,388,442
275,395,442
282,402,442
289,409,442
296,416,442
303,423,442
310,430,442
317,437,442
324,444,442
331,451,442
338,458,442
345,465,442
352,472,442
359,479,442
366,486,442
373,493,442
380,500,442
387,507,442
394,514,442
401,521,442
408,528,442
415,535,442
422,542,442
429,549,442
436,556,442
443,563,442
450,570,442
457,577,442
464,584,442
471,591,442
478,598,442
485,605,442
492,612,442
499,619,442
506,626,442
513,633,442
520,640,442
527,647,442
534,654,442
541,661,442
548,668,442
555,675,442
562,682,442
569,689,442
576,696,442
583,703,442
590,710,442
597,717,442
604,724,442
611,731,442
618,738,442
625,745,442
632,752,442
639,759,442
646,766,442
653,773,442
660,780,442
667,787,442
674,794,442
681,801,442
688,808,442
695,815,442
702,822,442
709,829,442
716,836,442
723,843,442
730,850,442
737,857,442
744,864,442
751,871,442
758,878,442
765,885,442
772,892,442
779,899,442
786,906,442
793,913,442
800,920,442
807,927,442
814,934,442
821,927,442
828,920,442
835,913,442
842,906,442
849,899,442
856,892,442
863,885,442
870,878,442
877,871,442
884,864,442
891,857,442
898,850,442
905,843,442
912,836,442
919,829,442
926,822,442
933,815,442
940,808,442
947,801,442
954,794,442
961,787,442
968,780,442
975,773,442
982,766,442
989,759,442
996,752,442
1003,745,442
1010,738,442
1017,731,442
1024,724,442
1031,717,442
1038,710,442
1045,703,442
1052,696,442
1059,689,442
1066,682,442
1073,675,442
1080,668,442
1087,661,442
1094,654,442
1101,647,442
1108,640,442
1115,633,442
1122,626,442
1129,619,442
1136,612,442
1143,605,442
1150,598,442
1157,591,442
1164,584,442
1171,577,442
1178,570,442
1185,563,442
1192,556,442
1199,549,442
1206,542,442
1213,535,442
1220,528,442
1227,521,442
1234,514,442
1227,507,442
1220,500,442
1213,493,442
1206,486,442
1199,479,442
1192,472,442
1185,465,442
1178,458,442
1171,451,442
1164,444,442
1157,437,442
1150,430,442
1143,423,442
1136,416,442
1129,409,442
1122,402,442
1115,395,442
1108,388,442
1101,381,442
1094,374,442
1087,367,442
1080,360,442
1073,353,442
1066,346,442
1059,339,442
1052,332,442
1045,325,442
1038,318,442
1031,311,442
1024,304,442
1017,297,442
1010,290,442
1003,283,442
996,276,442
989,269,442
982,262,442
975,255,442
968,248,442
961,241,442
954,234,442
947,227,442
940,220,442
933,213,442
926,206,442
919,199,442
912,192,442
905,185,442
898,178,442
891,171,442
884,164,442
877,157,442
870,150,442
863,143,442
856,136,442
849,129,442
842,122,442
835,115,442
828,108,442
821,101,442
814,94,442
807,87,442
800,80,442
